shipment_id,carrier,region,shipment_mode,product_category,ship_date,delivery_date,delivery_days,estimated_days,freight_cost_usd,shipment_weight_kg,shipment_value_usd,is_late,is_damaged,delivery_status
SHP_00737,Amazon Logistics,Pune,Ground,Industrial,2022-04-04,2022-04-07,3,4,81.89,143.03,253.53,False,False,On Time
SHP_00738,UPS,Hyderabad,Ground,Apparel,2022-03-02,2022-03-10,8,8,27.85,29.72,120.86,False,False,On Time
SHP_00739,Ecom Express,Pune,Ground,Consumer Goods,2022-05-04,2022-05-07,3,3,50.16,298.7,171.49,False,False,On Time
SHP_00740,Amazon Logistics,Kolkata,Air,Industrial,2022-03-04,2022-03-14,10,8,83.08,33.2,180.57,True,False,Late
SHP_00741,DHL,Hyderabad,Sea,Electronics,2022-09-10,2022-09-16,6,5,84.67,223.27,599.27,True,False,Late
SHP_00742,UPS,Pune,Sea,Apparel,2022-09-09,2022-09-21,12,9,72.43,1.0,346.79,True,False,Late
SHP_00743,DTDC,Bangalore,Air,Pharma,2023-05-09,2023-05-24,15,7,125.16,340.16,1000.71,True,False,Late
SHP_00744,BlueDart,Jaipur,Sea,Industrial,2022-02-16,2022-02-24,8,5,84.12,150.67,367.76,True,False,Late
SHP_00745,UPS,Surat,Ground,Consumer Goods,2022-08-04,2022-08-13,9,8,91.69,489.83,572.74,True,False,Late
SHP_00746,Gati,Pune,Ground,Food,2023-04-16,2023-04-23,7,8,244.52,67.3,1842.1,False,False,On Time
SHP_00747,DHL,Mumbai,Sea,Apparel,2023-02-28,2023-03-12,12,10,81.5,393.76,480.41,True,False,Late
SHP_00748,DHL,Ahmedabad,Sea,Electronics,2022-12-28,2023-01-09,12,9,62.59,89.0,413.58,True,False,Late
SHP_00749,DHL,Delhi,Ground,Medical Devices,2022-07-17,2022-07-26,9,10,48.26,10.38,177.93,False,False,On Time
SHP_00750,Delhivery,Chennai,Air,Industrial,2022-08-15,2022-08-23,8,6,126.57,18.88,627.41,True,False,Late
SHP_00751,SpeedPost,Chennai,Air,Food,2023-10-16,2023-10-25,9,9,236.58,284.77,1174.4,False,False,On Time
SHP_00752,Gati,Jaipur,Sea,Apparel,2022-03-08,2022-03-13,5,5,102.94,466.81,734.26,False,False,On Time
SHP_00753,SafeExpress,Hyderabad,Air,Pharma,2023-11-26,2023-12-10,14,7,238.96,1.48,1090.3,True,False,Late
SHP_00754,Gati,Mumbai,Ground,Consumer Goods,2023-02-21,2023-02-28,7,7,202.43,233.56,843.9,False,False,On Time
SHP_00755,SafeExpress,Chennai,Air,Industrial,2023-03-07,2023-03-21,14,10,80.93,97.71,201.58,True,False,Late
SHP_00756,DHL,Chennai,Sea,Consumer Goods,2022-03-18,2022-03-24,6,6,42.27,155.75,243.3,False,False,On Time
SHP_00757,XpressBees,Kolkata,Air,Medical Devices,2022-09-14,2022-09-19,5,6,74.73,479.42,522.74,False,False,On Time
SHP_00758,Amazon Logistics,Chennai,Air,Auto Parts,2022-04-08,2022-04-21,13,10,38.11,487.28,285.84,True,False,Late
SHP_00759,SafeExpress,Delhi,Air,Pharma,2023-03-29,2023-04-04,6,3,189.93,216.2,495.9,True,True,Late
SHP_00760,DHL,Hyderabad,Ground,Consumer Goods,2022-04-09,2022-04-18,9,9,115.78,393.84,665.05,False,False,On Time
SHP_00761,XpressBees,Kolkata,Sea,Electronics,2022-12-14,2022-12-19,5,3,79.31,294.11,210.02,True,False,Late
SHP_00762,SafeExpress,Delhi,Sea,Food,2023-08-10,2023-08-22,12,5,126.13,210.79,800.64,True,False,Late
SHP_00763,BlueDart,Bangalore,Air,Pharma,2022-05-11,2022-05-21,10,7,70.76,479.89,461.8,True,False,Late
SHP_00764,Amazon Logistics,Bangalore,Air,Auto Parts,2022-11-13,2022-11-22,9,8,63.73,4.54,351.7,True,False,Late
SHP_00765,DHL,Chennai,Sea,Pharma,2023-03-09,2023-03-17,8,8,127.53,320.46,409.06,False,False,On Time
SHP_00766,BlueDart,Ahmedabad,Sea,Auto Parts,2023-09-07,2023-09-18,11,8,84.44,168.16,320.69,True,False,Late
SHP_00767,FedEx,Ahmedabad,Air,Auto Parts,2022-08-13,2022-08-16,3,3,97.79,233.54,320.64,False,False,On Time
SHP_00768,Delhivery,Kolkata,Air,Consumer Goods,2022-07-08,2022-07-12,4,3,26.04,179.26,138.75,True,False,Late
SHP_00769,XpressBees,Chennai,Sea,Medical Devices,2022-02-14,2022-02-17,3,3,45.77,87.49,334.68,False,False,On Time
SHP_00770,Delhivery,Surat,Air,Apparel,2022-07-20,2022-07-23,3,3,113.5,455.37,241.3,False,False,On Time
SHP_00771,Ecom Express,Delhi,Ground,Food,2022-11-09,2022-11-19,10,10,63.81,186.49,193.23,False,False,On Time
SHP_00772,SpeedPost,Kolkata,Sea,Electronics,2022-05-02,2022-05-08,6,5,223.08,96.24,952.37,True,False,Late
SHP_00773,SpeedPost,Kolkata,Sea,Food,2022-02-17,2022-03-02,13,6,132.95,74.71,463.07,True,False,Late
SHP_00774,DTDC,Bangalore,Sea,Auto Parts,2022-08-03,2022-08-13,10,4,222.38,307.64,668.16,True,False,Late
SHP_00775,Gati,Surat,Ground,Auto Parts,2023-06-16,2023-06-27,11,10,137.93,187.25,850.62,True,False,Late
SHP_00776,XpressBees,Ahmedabad,Ground,Consumer Goods,2023-10-16,2023-10-19,3,3,48.05,101.9,344.95,False,False,On Time
SHP_00777,DTDC,Kolkata,Ground,Apparel,2023-01-19,2023-02-02,14,7,95.26,375.94,359.16,True,False,Late
SHP_00778,BlueDart,Jaipur,Air,Auto Parts,2023-06-09,2023-06-19,10,8,72.37,216.54,304.32,True,False,Late
SHP_00779,DTDC,Kolkata,Air,Apparel,2023-03-29,2023-04-07,9,6,196.16,179.87,489.32,True,False,Late
SHP_00780,Amazon Logistics,Surat,Sea,Electronics,2022-10-11,2022-10-16,5,6,37.45,180.44,197.59,False,False,On Time
SHP_00781,Gati,Pune,Ground,Industrial,2023-12-01,2023-12-10,9,7,207.02,499.0,1654.18,True,False,Late
SHP_00782,SafeExpress,Surat,Ground,Pharma,2022-11-03,2022-11-14,11,7,220.96,202.2,979.86,True,False,Late
SHP_00783,Gati,Mumbai,Ground,Apparel,2023-02-12,2023-02-20,8,6,210.2,105.33,715.17,True,False,Late
SHP_00784,Amazon Logistics,Ahmedabad,Sea,Auto Parts,2022-12-15,2022-12-20,5,4,113.81,214.68,870.83,True,False,Late
SHP_00785,XpressBees,Ahmedabad,Sea,Pharma,2023-01-19,2023-01-27,8,5,116.74,153.13,750.27,True,False,Late
SHP_00786,Gati,Pune,Ground,Food,2023-03-06,2023-03-20,14,9,217.31,345.41,825.3,True,False,Late
SHP_00787,SpeedPost,Mumbai,Air,Apparel,2022-12-05,2022-12-19,14,9,116.76,195.62,607.96,True,False,Late
SHP_00788,FedEx,Pune,Sea,Auto Parts,2023-10-17,2023-10-23,6,7,43.0,337.61,131.83,False,False,On Time
SHP_00789,SpeedPost,Ahmedabad,Air,Apparel,2022-07-23,2022-08-01,9,4,131.09,116.9,780.96,True,False,Late
SHP_00790,DHL,Pune,Sea,Pharma,2022-06-25,2022-07-05,10,8,66.07,494.8,183.33,True,False,Late
SHP_00791,SafeExpress,Delhi,Ground,Food,2022-05-14,2022-05-23,9,6,157.8,354.98,765.12,True,False,Late
SHP_00792,DTDC,Jaipur,Air,Auto Parts,2022-10-10,2022-10-15,5,6,258.4,223.14,1795.23,False,False,On Time
SHP_00793,BlueDart,Surat,Ground,Auto Parts,2023-04-17,2023-04-30,13,10,29.1,46.01,171.04,True,False,Late
SHP_00794,Delhivery,Hyderabad,Ground,Apparel,2023-03-02,2023-03-08,6,6,119.5,366.76,567.26,False,False,On Time
SHP_00795,UPS,Jaipur,Air,Consumer Goods,2022-02-14,2022-02-20,6,6,53.75,314.23,201.63,False,False,On Time
SHP_00796,SafeExpress,Chennai,Ground,Consumer Goods,2023-07-21,2023-07-29,8,4,93.78,53.06,618.88,True,False,Late
SHP_00797,XpressBees,Bangalore,Ground,Food,2023-06-03,2023-06-08,5,3,27.81,319.61,168.35,True,False,Late
SHP_00798,Delhivery,Kolkata,Air,Consumer Goods,2022-02-08,2022-02-12,4,3,37.04,458.61,146.78,True,False,Late
SHP_00799,XpressBees,Ahmedabad,Air,Electronics,2023-07-16,2023-07-24,8,6,39.73,410.3,280.07,True,False,Late
SHP_00800,DHL,Jaipur,Air,Apparel,2022-10-29,2022-11-05,7,4,102.85,84.64,620.02,True,False,Late
SHP_00801,DTDC,Bangalore,Ground,Medical Devices,2022-07-02,2022-07-07,5,6,240.68,266.38,1119.73,False,True,On Time
SHP_00802,Gati,Surat,Sea,Electronics,2023-02-04,2023-02-17,13,7,89.43,2.83,593.32,True,False,Late
SHP_00803,BlueDart,Pune,Air,Food,2022-04-04,2022-04-09,5,3,27.93,7.77,193.36,True,False,Late
SHP_00804,FedEx,Chennai,Air,Apparel,2022-06-21,2022-06-26,5,3,78.81,407.9,310.2,True,False,Late
SHP_00805,SpeedPost,Chennai,Sea,Consumer Goods,2023-03-15,2023-03-21,6,4,118.48,178.61,360.38,True,False,Late
SHP_00806,Delhivery,Mumbai,Ground,Food,2023-04-15,2023-04-20,5,6,94.09,139.59,540.4,False,False,On Time
SHP_00807,BlueDart,Kolkata,Ground,Auto Parts,2022-04-15,2022-04-21,6,5,125.7,300.13,991.58,True,False,Late
SHP_00808,Gati,Bangalore,Ground,Apparel,2023-10-13,2023-10-27,14,8,92.15,9.32,688.6,True,False,Late
SHP_00809,Amazon Logistics,Chennai,Sea,Pharma,2022-08-27,2022-09-02,6,3,104.69,62.47,357.87,True,False,Late
SHP_00810,BlueDart,Jaipur,Air,Pharma,2022-05-21,2022-05-31,10,8,56.14,76.26,181.13,True,False,Late
SHP_00811,SafeExpress,Jaipur,Ground,Medical Devices,2022-05-18,2022-05-29,11,7,195.85,380.37,1003.78,True,False,Late
SHP_00812,Gati,Hyderabad,Air,Food,2022-12-06,2022-12-16,10,8,117.05,27.51,878.59,True,False,Late
SHP_00813,Gati,Chennai,Sea,Consumer Goods,2023-06-18,2023-06-27,9,8,159.62,3.52,1152.33,True,False,Late
SHP_00814,BlueDart,Mumbai,Sea,Apparel,2022-07-29,2022-08-02,4,5,43.24,274.65,292.8,False,False,On Time
SHP_00815,Amazon Logistics,Delhi,Ground,Auto Parts,2022-11-15,2022-11-20,5,5,50.72,88.63,177.21,False,False,On Time
SHP_00816,XpressBees,Chennai,Ground,Auto Parts,2022-03-23,2022-04-02,10,8,64.66,235.62,293.31,True,False,Late
SHP_00817,Ecom Express,Bangalore,Ground,Pharma,2023-01-26,2023-02-03,8,9,104.68,460.81,583.18,False,False,On Time
SHP_00818,SafeExpress,Bangalore,Ground,Consumer Goods,2023-04-20,2023-05-03,13,7,130.98,281.29,639.85,True,False,Late
SHP_00819,SafeExpress,Ahmedabad,Air,Apparel,2022-07-14,2022-07-16,2,3,235.1,365.32,998.13,False,False,On Time
SHP_00820,Ecom Express,Kolkata,Sea,Medical Devices,2023-01-29,2023-02-09,11,10,92.31,294.36,411.03,True,False,Late
SHP_00821,FedEx,Kolkata,Sea,Apparel,2022-07-18,2022-07-28,10,9,105.98,375.91,433.61,True,False,Late
SHP_00822,Gati,Pune,Sea,Pharma,2023-10-29,2023-11-12,14,9,212.42,121.56,468.82,True,False,Late
SHP_00823,Gati,Mumbai,Sea,Apparel,2022-09-25,2022-10-06,11,10,125.77,301.27,969.77,True,False,Late
SHP_00824,DHL,Delhi,Air,Consumer Goods,2023-02-12,2023-02-19,7,4,120.54,438.07,361.01,True,False,Late
SHP_00825,SafeExpress,Hyderabad,Sea,Consumer Goods,2023-08-24,2023-09-05,12,7,215.44,462.2,1554.72,True,False,Late
SHP_00826,SpeedPost,Pune,Air,Industrial,2022-08-03,2022-08-15,12,9,81.16,84.62,401.77,True,False,Late
SHP_00827,SafeExpress,Kolkata,Sea,Consumer Goods,2023-11-02,2023-11-14,12,7,110.71,187.64,689.09,True,False,Late
SHP_00828,UPS,Surat,Air,Auto Parts,2023-08-04,2023-08-10,6,6,46.1,375.08,316.02,False,False,On Time
SHP_00829,Ecom Express,Ahmedabad,Sea,Electronics,2023-10-14,2023-10-18,4,5,55.78,189.18,204.19,False,False,On Time
SHP_00830,SpeedPost,Chennai,Ground,Auto Parts,2023-11-20,2023-11-23,3,4,90.99,376.02,185.93,False,False,On Time
SHP_00831,DHL,Delhi,Air,Pharma,2023-01-20,2023-01-29,9,7,74.69,168.85,341.84,True,False,Late
SHP_00832,Delhivery,Pune,Air,Medical Devices,2023-11-13,2023-11-24,11,9,89.13,487.66,645.16,True,False,Late
SHP_00833,DHL,Ahmedabad,Sea,Consumer Goods,2022-05-23,2022-05-29,6,3,37.9,265.55,292.07,True,False,Late
SHP_00834,BlueDart,Pune,Ground,Auto Parts,2023-06-12,2023-06-21,9,9,25.33,319.22,193.82,False,False,On Time
SHP_00835,Gati,Pune,Air,Medical Devices,2023-11-26,2023-12-08,12,10,189.22,200.38,1073.93,True,False,Late
SHP_00836,Ecom Express,Ahmedabad,Sea,Electronics,2023-01-30,2023-02-09,10,7,45.48,72.01,232.87,True,False,Late
SHP_00837,SafeExpress,Surat,Air,Apparel,2023-05-25,2023-06-01,7,4,229.82,498.15,1820.94,True,False,Late
SHP_00838,XpressBees,Delhi,Ground,Food,2022-09-07,2022-09-13,6,6,104.09,330.04,264.03,False,False,On Time
SHP_00839,SafeExpress,Mumbai,Air,Medical Devices,2023-01-28,2023-02-06,9,7,209.45,333.13,1614.65,True,False,Late
SHP_00840,Gati,Bangalore,Sea,Auto Parts,2022-04-03,2022-04-13,10,8,247.72,383.29,1388.24,True,False,Late
SHP_00841,Ecom Express,Kolkata,Sea,Consumer Goods,2022-08-27,2022-09-03,7,6,37.15,44.3,94.17,True,False,Late
SHP_00842,BlueDart,Delhi,Sea,Medical Devices,2022-05-11,2022-05-21,10,8,85.58,1.34,202.94,True,False,Late
SHP_00843,Ecom Express,Kolkata,Ground,Medical Devices,2023-11-27,2023-12-05,8,5,94.69,295.59,249.94,True,True,Late
SHP_00844,XpressBees,Pune,Air,Industrial,2022-08-13,2022-08-25,12,10,40.48,142.05,262.41,True,False,Late
SHP_00845,SafeExpress,Mumbai,Sea,Medical Devices,2022-11-13,2022-11-20,7,4,259.43,353.41,1263.35,True,False,Late
SHP_00846,XpressBees,Hyderabad,Sea,Consumer Goods,2022-03-02,2022-03-10,8,8,111.93,105.7,715.9,False,False,On Time
SHP_00847,SafeExpress,Mumbai,Air,Auto Parts,2023-02-06,2023-02-14,8,7,258.39,274.2,1039.88,True,False,Late
SHP_00848,Delhivery,Kolkata,Ground,Electronics,2023-06-25,2023-07-03,8,7,98.12,97.95,700.33,True,False,Late
SHP_00849,UPS,Pune,Sea,Pharma,2022-11-08,2022-11-18,10,10,85.6,221.22,418.98,False,False,On Time
SHP_00850,BlueDart,Chennai,Sea,Food,2023-10-29,2023-11-02,4,3,101.23,288.05,614.46,True,False,Late
SHP_00851,UPS,Kolkata,Ground,Apparel,2022-02-27,2022-03-04,5,4,127.29,90.23,294.66,True,False,Late
SHP_00852,Gati,Pune,Sea,Consumer Goods,2022-06-02,2022-06-13,11,9,86.12,120.81,424.72,True,False,Late
SHP_00853,UPS,Kolkata,Sea,Electronics,2023-04-20,2023-04-30,10,9,91.4,222.84,189.16,True,False,Late
SHP_00854,FedEx,Ahmedabad,Sea,Food,2022-01-24,2022-02-04,11,10,97.84,47.73,543.72,True,False,Late
SHP_00855,Gati,Kolkata,Ground,Apparel,2022-04-12,2022-04-20,8,8,208.48,431.17,1089.32,False,False,On Time
SHP_00856,SafeExpress,Mumbai,Ground,Auto Parts,2022-03-07,2022-03-13,6,4,253.82,448.85,782.78,True,False,Late
SHP_00857,UPS,Mumbai,Sea,Auto Parts,2022-11-18,2022-11-21,3,4,38.53,103.51,114.33,False,False,On Time
SHP_00858,DHL,Delhi,Air,Industrial,2023-01-08,2023-01-15,7,5,127.6,329.25,445.33,True,False,Late
SHP_00859,Amazon Logistics,Hyderabad,Sea,Auto Parts,2022-05-24,2022-06-04,11,10,79.88,493.02,328.52,True,False,Late
SHP_00860,BlueDart,Delhi,Sea,Pharma,2022-08-31,2022-09-03,3,3,39.88,428.11,131.26,False,False,On Time
SHP_00861,Amazon Logistics,Chennai,Sea,Medical Devices,2022-10-12,2022-10-20,8,5,69.31,275.15,247.02,True,False,Late
SHP_00862,UPS,Kolkata,Ground,Electronics,2022-09-18,2022-09-27,9,9,81.27,35.74,519.81,False,False,On Time
SHP_00863,SafeExpress,Chennai,Sea,Medical Devices,2023-08-01,2023-08-11,10,5,227.88,158.52,1532.88,True,False,Late
SHP_00864,SpeedPost,Chennai,Air,Industrial,2022-05-08,2022-05-19,11,4,153.22,165.01,388.24,True,False,Late
SHP_00865,DTDC,Bangalore,Air,Industrial,2022-01-11,2022-01-20,9,4,256.31,111.5,1976.33,True,False,Late
SHP_00866,FedEx,Bangalore,Sea,Industrial,2023-08-26,2023-09-04,9,10,80.54,350.38,579.28,False,False,On Time
SHP_00867,SpeedPost,Delhi,Air,Apparel,2022-11-22,2022-12-02,10,9,142.13,370.78,1109.75,True,False,Late
SHP_00868,SpeedPost,Kolkata,Ground,Apparel,2022-09-23,2022-10-03,10,3,208.38,328.95,595.14,True,False,Late
SHP_00869,DTDC,Mumbai,Sea,Medical Devices,2022-09-13,2022-09-28,15,9,112.96,493.13,767.09,True,False,Late
SHP_00870,DTDC,Kolkata,Sea,Food,2022-11-09,2022-11-16,7,4,153.17,156.71,389.18,True,False,Late
SHP_00871,SafeExpress,Chennai,Air,Apparel,2023-08-13,2023-08-16,3,3,213.81,277.3,1059.88,False,False,On Time
SHP_00872,Ecom Express,Surat,Sea,Apparel,2023-05-07,2023-05-20,13,10,96.94,338.55,503.55,True,False,Late
SHP_00873,DHL,Jaipur,Air,Pharma,2023-03-12,2023-03-20,8,8,129.39,330.76,973.37,False,False,On Time
SHP_00874,Amazon Logistics,Jaipur,Air,Auto Parts,2022-06-22,2022-06-28,6,6,32.89,419.78,167.15,False,False,On Time
SHP_00875,Ecom Express,Ahmedabad,Ground,Apparel,2023-01-18,2023-01-23,5,4,120.97,125.26,633.24,True,False,Late
SHP_00876,FedEx,Hyderabad,Ground,Auto Parts,2022-10-28,2022-11-04,7,7,25.23,315.77,110.05,False,False,On Time
SHP_00877,Gati,Surat,Air,Auto Parts,2023-09-25,2023-10-04,9,10,144.03,307.96,571.99,False,False,On Time
SHP_00878,DHL,Pune,Sea,Apparel,2023-02-16,2023-02-23,7,8,35.64,246.28,89.4,False,False,On Time
SHP_00879,UPS,Kolkata,Air,Auto Parts,2022-01-08,2022-01-14,6,5,48.74,197.98,185.0,True,False,Late
SHP_00880,UPS,Surat,Ground,Electronics,2023-03-26,2023-04-05,10,10,39.69,373.67,80.76,False,False,On Time
SHP_00881,SafeExpress,Chennai,Air,Food,2022-10-19,2022-10-23,4,3,151.02,372.09,1118.45,True,False,Late
SHP_00882,BlueDart,Ahmedabad,Sea,Industrial,2022-05-02,2022-05-13,11,9,82.76,400.01,520.22,True,False,Late
SHP_00883,Ecom Express,Surat,Sea,Consumer Goods,2022-05-15,2022-05-18,3,4,108.23,63.5,439.93,False,False,On Time
SHP_00884,Gati,Chennai,Air,Medical Devices,2023-03-16,2023-03-24,8,3,166.43,141.47,415.36,True,False,Late
SHP_00885,SpeedPost,Bangalore,Sea,Apparel,2022-09-13,2022-09-20,7,7,235.55,497.13,820.69,False,False,On Time
SHP_00886,BlueDart,Ahmedabad,Sea,Electronics,2023-05-30,2023-06-04,5,5,129.22,295.8,750.36,False,False,On Time
SHP_00887,UPS,Kolkata,Air,Industrial,2022-07-16,2022-07-23,7,5,26.85,100.22,192.95,True,False,Late
SHP_00888,Amazon Logistics,Hyderabad,Sea,Food,2022-08-16,2022-08-26,10,8,75.32,255.18,441.62,True,False,Late
SHP_00889,DTDC,Pune,Ground,Medical Devices,2023-03-05,2023-03-15,10,6,241.12,91.28,483.02,True,False,Late
SHP_00890,Delhivery,Chennai,Ground,Auto Parts,2022-10-14,2022-10-20,6,4,44.41,474.19,185.7,True,False,Late
SHP_00891,FedEx,Mumbai,Sea,Apparel,2022-12-06,2022-12-15,9,8,103.01,294.66,579.77,True,False,Late
SHP_00892,DTDC,Chennai,Sea,Consumer Goods,2022-03-31,2022-04-05,5,4,193.32,301.12,434.24,True,False,Late
SHP_00893,Gati,Chennai,Air,Auto Parts,2022-04-12,2022-04-23,11,4,191.42,151.09,927.47,True,False,Late
SHP_00894,Amazon Logistics,Bangalore,Air,Apparel,2022-07-16,2022-07-28,12,9,99.72,445.85,653.78,True,False,Late
SHP_00895,Amazon Logistics,Pune,Ground,Auto Parts,2023-10-07,2023-10-13,6,4,32.11,209.79,243.65,True,False,Late
SHP_00896,DHL,Bangalore,Sea,Industrial,2022-05-13,2022-05-19,6,7,125.36,30.87,982.18,False,False,On Time
SHP_00897,Ecom Express,Ahmedabad,Sea,Electronics,2022-06-19,2022-07-02,13,10,65.34,389.8,287.83,True,False,Late
SHP_00898,UPS,Mumbai,Air,Food,2023-08-30,2023-09-05,6,3,72.82,354.02,375.05,True,False,Late
SHP_00899,BlueDart,Hyderabad,Sea,Industrial,2023-07-20,2023-07-24,4,4,48.51,267.02,181.96,False,False,On Time
SHP_00900,DTDC,Bangalore,Ground,Pharma,2023-10-20,2023-10-28,8,6,176.23,1.2,719.86,True,False,Late
SHP_00901,Delhivery,Pune,Air,Industrial,2022-05-17,2022-05-29,12,9,55.96,492.64,322.09,True,False,Late
SHP_00902,Delhivery,Chennai,Sea,Industrial,2022-06-30,2022-07-06,6,7,81.43,489.39,543.07,False,False,On Time
SHP_00903,FedEx,Kolkata,Sea,Industrial,2023-10-04,2023-10-12,8,6,48.17,134.76,264.45,True,False,Late
SHP_00904,Ecom Express,Bangalore,Ground,Food,2023-03-21,2023-03-29,8,8,119.73,47.3,369.86,False,False,On Time
SHP_00905,UPS,Chennai,Sea,Auto Parts,2022-07-04,2022-07-10,6,7,57.57,442.68,397.52,False,False,On Time
SHP_00906,BlueDart,Delhi,Air,Electronics,2023-03-13,2023-03-21,8,6,120.46,485.21,313.36,True,False,Late
SHP_00907,SafeExpress,Mumbai,Sea,Electronics,2023-01-22,2023-01-30,8,9,99.81,7.27,696.98,False,False,On Time
SHP_00908,UPS,Chennai,Air,Industrial,2022-05-27,2022-05-29,2,3,125.55,53.62,805.63,False,False,On Time
SHP_00909,SafeExpress,Delhi,Air,Apparel,2023-05-07,2023-05-18,11,10,135.33,239.71,468.63,True,False,Late
SHP_00910,DTDC,Surat,Air,Pharma,2022-02-15,2022-02-26,11,4,133.41,256.02,936.39,True,False,Late
SHP_00911,BlueDart,Mumbai,Air,Consumer Goods,2023-01-30,2023-02-05,6,5,93.81,113.33,682.37,True,False,Late
SHP_00912,SafeExpress,Delhi,Ground,Apparel,2022-04-23,2022-04-29,6,6,252.16,141.27,619.74,False,False,On Time
SHP_00913,Delhivery,Delhi,Air,Apparel,2022-07-02,2022-07-14,12,9,60.16,91.09,273.82,True,False,Late
SHP_00914,Gati,Hyderabad,Sea,Industrial,2022-12-23,2022-12-30,7,4,244.92,331.03,1860.73,True,False,Late
SHP_00915,SafeExpress,Delhi,Air,Apparel,2023-11-03,2023-11-12,9,5,106.6,223.62,722.87,True,False,Late
SHP_00916,FedEx,Delhi,Sea,Consumer Goods,2022-10-13,2022-10-17,4,5,58.92,64.2,389.18,False,False,On Time
SHP_00917,XpressBees,Kolkata,Ground,Consumer Goods,2023-09-09,2023-09-17,8,8,109.22,327.15,379.59,False,False,On Time
SHP_00918,XpressBees,Surat,Sea,Auto Parts,2023-06-30,2023-07-08,8,6,33.78,357.6,174.36,True,False,Late
SHP_00919,SafeExpress,Chennai,Sea,Electronics,2022-08-29,2022-09-05,7,8,116.59,425.37,486.69,False,False,On Time
SHP_00920,UPS,Delhi,Air,Medical Devices,2023-01-05,2023-01-11,6,5,73.34,417.71,389.36,True,False,Late
SHP_00921,Ecom Express,Chennai,Air,Food,2022-02-27,2022-03-03,4,5,126.02,352.13,537.45,False,False,On Time
SHP_00922,Ecom Express,Pune,Air,Electronics,2023-11-10,2023-11-16,6,4,112.93,435.3,246.31,True,False,Late
SHP_00923,FedEx,Chennai,Air,Pharma,2023-08-06,2023-08-15,9,9,105.37,235.15,299.32,False,False,On Time
SHP_00924,DTDC,Ahmedabad,Ground,Medical Devices,2023-03-31,2023-04-06,6,3,100.03,30.47,585.65,True,False,Late
SHP_00925,UPS,Surat,Air,Pharma,2023-02-10,2023-02-21,11,9,83.19,414.84,625.16,True,False,Late
SHP_00926,SafeExpress,Chennai,Ground,Apparel,2022-10-06,2022-10-17,11,4,147.96,475.56,955.65,True,False,Late
SHP_00927,DHL,Chennai,Ground,Apparel,2023-07-27,2023-08-02,6,4,75.13,326.52,332.87,True,False,Late
SHP_00928,DHL,Pune,Sea,Consumer Goods,2022-07-19,2022-07-25,6,7,35.96,181.67,239.95,False,False,On Time
SHP_00929,BlueDart,Hyderabad,Air,Electronics,2022-03-08,2022-03-17,9,6,26.15,454.89,81.76,True,False,Late
SHP_00930,DHL,Chennai,Ground,Electronics,2023-08-07,2023-08-13,6,3,128.58,242.16,294.23,True,False,Late
SHP_00931,DTDC,Mumbai,Ground,Industrial,2023-02-12,2023-02-22,10,6,215.33,362.98,1688.86,True,False,Late
SHP_00932,FedEx,Pune,Ground,Electronics,2023-05-30,2023-06-03,4,5,86.65,191.36,478.15,False,False,On Time
SHP_00933,DTDC,Bangalore,Air,Auto Parts,2022-03-22,2022-03-28,6,4,239.19,403.83,1417.28,True,False,Late
SHP_00934,UPS,Surat,Sea,Medical Devices,2023-04-04,2023-04-10,6,5,55.54,311.92,424.37,True,False,Late
SHP_00935,SafeExpress,Kolkata,Air,Food,2023-09-18,2023-09-23,5,4,182.04,497.21,470.47,True,True,Late
SHP_00936,DTDC,Surat,Air,Auto Parts,2022-04-07,2022-04-21,14,10,110.55,148.16,266.31,True,False,Late
SHP_00937,Delhivery,Delhi,Air,Apparel,2023-04-17,2023-04-26,9,7,127.74,381.69,594.28,True,False,Late
SHP_00938,FedEx,Jaipur,Ground,Pharma,2023-01-08,2023-01-17,9,7,67.95,310.03,413.37,True,False,Late
SHP_00939,Amazon Logistics,Jaipur,Ground,Medical Devices,2022-03-27,2022-04-08,12,9,72.26,438.77,574.29,True,False,Late
SHP_00940,Gati,Mumbai,Sea,Food,2023-07-29,2023-08-02,4,3,233.55,145.68,688.79,True,False,Late
SHP_00941,FedEx,Chennai,Ground,Auto Parts,2023-11-17,2023-11-22,5,4,73.92,321.42,547.06,True,False,Late
SHP_00942,FedEx,Bangalore,Sea,Electronics,2023-02-11,2023-02-20,9,9,67.16,32.7,272.3,False,False,On Time
SHP_00943,BlueDart,Ahmedabad,Air,Industrial,2023-04-11,2023-04-17,6,3,41.35,235.25,241.54,True,False,Late
SHP_00944,DHL,Jaipur,Ground,Pharma,2023-01-06,2023-01-17,11,9,47.41,106.14,101.35,True,False,Late
SHP_00945,Ecom Express,Hyderabad,Ground,Apparel,2022-03-27,2022-03-31,4,5,53.76,41.31,389.37,False,False,On Time
SHP_00946,Ecom Express,Surat,Air,Industrial,2022-07-08,2022-07-10,2,3,118.97,214.55,925.61,False,False,On Time
SHP_00947,BlueDart,Pune,Ground,Auto Parts,2023-05-02,2023-05-09,7,5,62.24,346.6,269.8,True,True,Late
SHP_00948,SpeedPost,Chennai,Air,Apparel,2022-11-28,2022-12-05,7,8,107.09,229.6,308.95,False,False,On Time
SHP_00949,FedEx,Kolkata,Ground,Pharma,2023-04-07,2023-04-14,7,5,92.09,289.4,204.34,True,False,Late
